01.06.2020 13:49:41(01.06.2020 14:11:20 ~ 01.06.2020 15:49:41) > Undelivered Order. ShopID = 350. OrederID = 2451189. Weight = 3,968, Lat = 55,663513, Long = 37,517921, dist =0,68 km, arrivalTime =  2,05 min
01.06.2020 18:33:07(01.06.2020 18:37:25 ~ 01.06.2020 20:33:07) > Undelivered Order. ShopID = 1498. OrederID = 2467219. Weight = 0,793, Lat = 55,7289494996153, Long = 37,5860457, dist =1,04 km, arrivalTime =  3,11 min
01.06.2020 14:07:19(01.06.2020 15:17:19 ~ 01.06.2020 16:07:19) > Undelivered Order. ShopID = 1499. OrederID = 2451670. Weight = 10,462, Lat = 55,9384064996162, Long = 37,3512978, dist =0,58 km, arrivalTime =  1,74 min
01.06.2020 16:01:28(01.06.2020 17:11:28 ~ 01.06.2020 18:01:28) > Undelivered Order. ShopID = 1499. OrederID = 2458427. Weight = 4,161, Lat = 55,953163, Long = 37,330292, dist =1,94 km, arrivalTime =  5,83 min
01.06.2020 16:14:59(01.06.2020 17:11:34 ~ 01.06.2020 18:14:59) > Undelivered Order. ShopID = 1499. OrederID = 2450052. Weight = 13,514, Lat = 55,9477051775025, Long = 37,3338959833231, dist =1,23 km, arrivalTime =  3,70 min
01.06.2020 17:42:03(01.06.2020 18:35:24 ~ 01.06.2020 19:42:03) > Undelivered Order. ShopID = 1499. OrederID = 2450134. Weight = 2,967, Lat = 55,9472894709119, Long = 37,3475623785041, dist =0,72 km, arrivalTime =  2,15 min
01.06.2020 17:31:54(01.06.2020 18:41:54 ~ 01.06.2020 19:31:54) > Undelivered Order. ShopID = 1499. OrederID = 2463952. Weight = 4,747, Lat = 55,948742, Long = 37,347351, dist =0,91 km, arrivalTime =  2,72 min
01.06.2020 17:41:55(01.06.2020 18:51:55 ~ 01.06.2020 19:41:55) > Undelivered Order. ShopID = 1499. OrederID = 2464881. Weight = 0,403, Lat = 55,946747, Long = 37,343555, dist =0,69 km, arrivalTime =  2,06 min
01.06.2020 18:05:43(01.06.2020 18:59:05 ~ 01.06.2020 20:05:43) > Undelivered Order. ShopID = 1499. OrederID = 2465713. Weight = 2,661, Lat = 55,943451, Long = 37,34642, dist =0,20 km, arrivalTime =  0,61 min
01.06.2020 20:46:13(01.06.2020 20:55:13 ~ 01.06.2020 22:46:13) > Undelivered Order. ShopID = 1499. OrederID = 2472886. Weight = 0,963, Lat = 55,9431894705527, Long = 37,3563331105197, dist =0,73 km, arrivalTime =  2,19 min
01.06.2020 20:45:37(01.06.2020 20:57:37 ~ 01.06.2020 22:45:37) > Undelivered Order. ShopID = 1499. OrederID = 2473012. Weight = 0,903, Lat = 55,9507858992325, Long = 37,3338943, dist =1,53 km, arrivalTime =  4,58 min
01.06.2020 15:59:39(01.06.2020 16:19:57 ~ 01.06.2020 17:59:39) > Undelivered Order. ShopID = 1504. OrederID = 2455917. Weight = 4,499, Lat = 55,696835, Long = 37,890152, dist =0,83 km, arrivalTime =  2,48 min
01.06.2020 16:14:53(01.06.2020 17:10:57 ~ 01.06.2020 18:14:53) > Undelivered Order. ShopID = 1505. OrederID = 2459810. Weight = 11,832, Lat = 55,9786728446668, Long = 37,1794410801513, dist =0,39 km, arrivalTime =  1,17 min
01.06.2020 20:58:28(01.06.2020 21:11:08 ~ 01.06.2020 22:58:28) > Undelivered Order. ShopID = 1505. OrederID = 2473299. Weight = 1,696, Lat = 55,993767, Long = 37,174339, dist =1,97 km, arrivalTime =  5,90 min
01.06.2020 15:24:21(01.06.2020 16:34:21 ~ 01.06.2020 17:24:21) > Undelivered Order. ShopID = 1511. OrederID = 2440463. Weight = 10,742, Lat = 55,799389, Long = 37,573681, dist =0,78 km, arrivalTime =  2,35 min
01.06.2020 10:51:43(01.06.2020 11:10:14 ~ 01.06.2020 12:51:43) > Undelivered Order. ShopID = 1516. OrederID = 2439567. Weight = 2,343, Lat = 55,666229, Long = 37,90464, dist =0,29 km, arrivalTime =  0,87 min
01.06.2020 10:56:19(01.06.2020 11:29:59 ~ 01.06.2020 12:56:19) > Undelivered Order. ShopID = 1516. OrederID = 2440472. Weight = 8,51, Lat = 55,6604504, Long = 37,8982748, dist =1,20 km, arrivalTime =  3,59 min
01.06.2020 17:25:19(01.06.2020 17:33:38 ~ 01.06.2020 19:25:19) > Undelivered Order. ShopID = 1516. OrederID = 2464082. Weight = 5,77, Lat = 55,6630148, Long = 37,9096074, dist =0,70 km, arrivalTime =  2,10 min
01.06.2020 11:43:24(01.06.2020 12:53:24 ~ 01.06.2020 13:43:24) > Undelivered Order. ShopID = 1517. OrederID = 2441398. Weight = 15,656, Lat = 55,719814, Long = 37,787731, dist =1,65 km, arrivalTime =  4,94 min
01.06.2020 12:00:43(01.06.2020 13:10:43 ~ 01.06.2020 14:00:43) > Undelivered Order. ShopID = 1517. OrederID = 2444191. Weight = 7,314, Lat = 55,725113, Long = 37,767342, dist =0,24 km, arrivalTime =  0,71 min
01.06.2020 15:37:52(01.06.2020 15:50:16 ~ 01.06.2020 17:37:52) > Undelivered Order. ShopID = 1522. OrederID = 2457213. Weight = 12,197, Lat = 55,7999721992312, Long = 37,8048858, dist =0,47 km, arrivalTime =  1,42 min
01.06.2020 15:49:10(01.06.2020 16:03:45 ~ 01.06.2020 17:49:10) > Undelivered Order. ShopID = 1522. OrederID = 2457727. Weight = 8,749, Lat = 55,8078283214939, Long = 37,7898825744736, dist =1,07 km, arrivalTime =  3,20 min
01.06.2020 19:11:42(01.06.2020 19:25:23 ~ 01.06.2020 21:11:42) > Undelivered Order. ShopID = 1523. OrederID = 2467813. Weight = 2,295, Lat = 55,8604377988476, Long = 37,602863, dist =1,09 km, arrivalTime =  3,28 min
01.06.2020 15:06:04(01.06.2020 15:17:34 ~ 01.06.2020 17:06:04) > Undelivered Order. ShopID = 1530. OrederID = 2455730. Weight = 1,303, Lat = 55,632629, Long = 37,59705, dist =0,56 km, arrivalTime =  1,68 min
01.06.2020 15:02:24(01.06.2020 15:22:14 ~ 01.06.2020 17:02:24) > Undelivered Order. ShopID = 1530. OrederID = 2452812. Weight = 5,065, Lat = 55,633656, Long = 37,609192, dist =0,97 km, arrivalTime =  2,91 min
01.06.2020 18:36:39(01.06.2020 18:47:50 ~ 01.06.2020 20:36:39) > Undelivered Order. ShopID = 1530. OrederID = 2467668. Weight = 3,141, Lat = 55,632717799615, Long = 37,6096822, dist =0,92 km, arrivalTime =  2,76 min
01.06.2020 15:15:44(01.06.2020 15:27:14 ~ 01.06.2020 17:15:44) > Undelivered Order. ShopID = 1536. OrederID = 2456632. Weight = 2,797, Lat = 55,6341539988448, Long = 37,7529884, dist =0,58 km, arrivalTime =  1,75 min
01.06.2020 15:42:35(01.06.2020 16:06:16 ~ 01.06.2020 17:42:35) > Undelivered Order. ShopID = 1536. OrederID = 2449791. Weight = 12,774, Lat = 55,630714, Long = 37,760475, dist =0,96 km, arrivalTime =  2,89 min
01.06.2020 20:24:33(01.06.2020 20:33:30 ~ 01.06.2020 22:24:33) > Undelivered Order. ShopID = 1537. OrederID = 2472279. Weight = 5,7, Lat = 55,65675, Long = 37,57563, dist =0,48 km, arrivalTime =  1,45 min
01.06.2020 18:51:19(01.06.2020 19:15:11 ~ 01.06.2020 20:51:19) > Undelivered Order. ShopID = 1538. OrederID = 2451477. Weight = 10,384, Lat = 55,568901, Long = 38,235279, dist =1,62 km, arrivalTime =  4,85 min
01.06.2020 11:08:38(01.06.2020 12:18:38 ~ 01.06.2020 13:08:38) > Undelivered Order. ShopID = 1550. OrederID = 2440782. Weight = 21,426, Lat = 55,8373331988473, Long = 37,4048959, dist =1,87 km, arrivalTime =  5,60 min
01.06.2020 15:19:53(01.06.2020 16:29:53 ~ 01.06.2020 17:19:53) > Undelivered Order. ShopID = 1550. OrederID = 2455808. Weight = 1,556, Lat = 55,848717, Long = 37,418156, dist =0,67 km, arrivalTime =  2,01 min
01.06.2020 11:11:26(01.06.2020 11:29:42 ~ 01.06.2020 13:11:26) > Undelivered Order. ShopID = 1552. OrederID = 2435053. Weight = 12,684, Lat = 55,7638985355974, Long = 37,5954330500413, dist =0,53 km, arrivalTime =  1,59 min
01.06.2020 11:23:03(01.06.2020 12:07:14 ~ 01.06.2020 13:23:03) > Undelivered Order. ShopID = 1552. OrederID = 2442272. Weight = 3,408, Lat = 55,7655402, Long = 37,5958998, dist =0,74 km, arrivalTime =  2,21 min
01.06.2020 12:04:00(01.06.2020 13:14:49 ~ 01.06.2020 14:04:00) > Undelivered Order. ShopID = 1552. OrederID = 2444984. Weight = 0,648, Lat = 55,7580434, Long = 37,6041881, dist =0,57 km, arrivalTime =  1,71 min
01.06.2020 12:49:26(01.06.2020 13:54:09 ~ 01.06.2020 14:49:26) > Undelivered Order. ShopID = 1552. OrederID = 2446754. Weight = 35,474, Lat = 55,759655, Long = 37,599174, dist =0,14 km, arrivalTime =  0,41 min
01.06.2020 13:14:53(01.06.2020 14:24:53 ~ 01.06.2020 15:14:53) > Undelivered Order. ShopID = 1552. OrederID = 2449616. Weight = 10,991, Lat = 55,7571521, Long = 37,5911934, dist =0,62 km, arrivalTime =  1,85 min
01.06.2020 13:28:45(01.06.2020 14:30:00 ~ 01.06.2020 15:28:45) > Undelivered Order. ShopID = 1552. OrederID = 2449644. Weight = 8,488, Lat = 55,760036, Long = 37,59745, dist =0,01 km, arrivalTime =  0,03 min
01.06.2020 17:57:57(01.06.2020 18:10:52 ~ 01.06.2020 19:57:57) > Undelivered Order. ShopID = 1552. OrederID = 2463397. Weight = 15,033, Lat = 55,759007, Long = 37,595909, dist =0,19 km, arrivalTime =  0,57 min
01.06.2020 20:48:12(01.06.2020 21:07:53 ~ 01.06.2020 22:48:12) > Undelivered Order. ShopID = 1552. OrederID = 2472965. Weight = 4,298, Lat = 55,764896, Long = 37,594429, dist =0,68 km, arrivalTime =  2,05 min
01.06.2020 20:48:44(01.06.2020 21:15:44 ~ 01.06.2020 22:48:44) > Undelivered Order. ShopID = 1552. OrederID = 2472227. Weight = 11,39, Lat = 55,753166, Long = 37,591473, dist =1,03 km, arrivalTime =  3,09 min
01.06.2020 13:53:49(01.06.2020 15:03:49 ~ 01.06.2020 15:53:49) > Undelivered Order. ShopID = 1556. OrederID = 2448916. Weight = 18,925, Lat = 55,689751, Long = 37,467495, dist =1,76 km, arrivalTime =  5,28 min
01.06.2020 15:13:51(01.06.2020 16:23:51 ~ 01.06.2020 17:13:51) > Undelivered Order. ShopID = 1556. OrederID = 2456851. Weight = 0,813, Lat = 55,6889602, Long = 37,4713046, dist =1,90 km, arrivalTime =  5,69 min
01.06.2020 15:34:34(01.06.2020 16:44:34 ~ 01.06.2020 17:34:34) > Undelivered Order. ShopID = 1556. OrederID = 2456305. Weight = 11,269, Lat = 55,688335, Long = 37,462662, dist =1,38 km, arrivalTime =  4,14 min
01.06.2020 15:49:38(01.06.2020 16:47:36 ~ 01.06.2020 17:49:38) > Undelivered Order. ShopID = 1556. OrederID = 2435466. Weight = 4,208, Lat = 55,698956, Long = 37,458549, dist =2,57 km, arrivalTime =  7,71 min
01.06.2020 18:21:08(01.06.2020 18:52:43 ~ 01.06.2020 20:21:08) > Undelivered Order. ShopID = 1567. OrederID = 2467052. Weight = 13,653, Lat = 55,1000105, Long = 38,7616325, dist =1,15 km, arrivalTime =  3,45 min
01.06.2020 18:26:04(01.06.2020 18:58:59 ~ 01.06.2020 20:26:04) > Undelivered Order. ShopID = 1567. OrederID = 2460690. Weight = 5,188, Lat = 55,105961, Long = 38,732536, dist =3,29 km, arrivalTime =  9,87 min
01.06.2020 12:08:33(01.06.2020 12:21:41 ~ 01.06.2020 14:08:33) > Undelivered Order. ShopID = 1584. OrederID = 2444250. Weight = 5,973, Lat = 56,1858114996172, Long = 37,0111099, dist =2,09 km, arrivalTime =  6,28 min
01.06.2020 12:00:28(01.06.2020 12:40:15 ~ 01.06.2020 14:00:28) > Undelivered Order. ShopID = 1584. OrederID = 2443461. Weight = 4,676, Lat = 56,18504, Long = 36,992714, dist =0,76 km, arrivalTime =  2,28 min
01.06.2020 12:46:58(01.06.2020 13:07:35 ~ 01.06.2020 14:46:58) > Undelivered Order. ShopID = 1584. OrederID = 2447349. Weight = 3,017, Lat = 56,187473, Long = 36,97657, dist =0,49 km, arrivalTime =  1,46 min
01.06.2020 13:44:03(01.06.2020 14:04:23 ~ 01.06.2020 15:44:03) > Undelivered Order. ShopID = 1584. OrederID = 2450484. Weight = 5,563, Lat = 56,1864082977035, Long = 36,9863836, dist =0,26 km, arrivalTime =  0,77 min
01.06.2020 14:01:11(01.06.2020 14:22:33 ~ 01.06.2020 16:01:11) > Undelivered Order. ShopID = 1584. OrederID = 2451743. Weight = 5,754, Lat = 56,1834421965549, Long = 36,9777757, dist =0,60 km, arrivalTime =  1,81 min
01.06.2020 15:31:42(01.06.2020 15:51:39 ~ 01.06.2020 17:31:42) > Undelivered Order. ShopID = 1584. OrederID = 2457818. Weight = 5,219, Lat = 56,1837065, Long = 36,9800122, dist =0,48 km, arrivalTime =  1,44 min
01.06.2020 16:35:59(01.06.2020 16:49:05 ~ 01.06.2020 18:35:59) > Undelivered Order. ShopID = 1584. OrederID = 2460735. Weight = 2,32, Lat = 56,1849156996172, Long = 36,9939224, dist =0,85 km, arrivalTime =  2,56 min
01.06.2020 17:01:45(01.06.2020 17:12:00 ~ 01.06.2020 19:01:45) > Undelivered Order. ShopID = 1584. OrederID = 2462410. Weight = 2,313, Lat = 56,185638, Long = 36,994762, dist =0,89 km, arrivalTime =  2,67 min
01.06.2020 17:16:54(01.06.2020 17:37:58 ~ 01.06.2020 19:16:54) > Undelivered Order. ShopID = 1584. OrederID = 2462965. Weight = 4,963, Lat = 56,18829, Long = 36,98003, dist =0,29 km, arrivalTime =  0,87 min
01.06.2020 18:42:39(01.06.2020 19:21:56 ~ 01.06.2020 20:42:39) > Undelivered Order. ShopID = 1584. OrederID = 2433347. Weight = 15,146, Lat = 56,188032, Long = 36,982868, dist =0,15 km, arrivalTime =  0,46 min
01.06.2020 19:46:05(01.06.2020 20:14:16 ~ 01.06.2020 21:46:05) > Undelivered Order. ShopID = 1584. OrederID = 2470910. Weight = 0,978, Lat = 56,1718625107897, Long = 36,9580617799179, dist =2,73 km, arrivalTime =  8,20 min
01.06.2020 19:43:39(01.06.2020 20:25:01 ~ 01.06.2020 21:43:39) > Undelivered Order. ShopID = 1584. OrederID = 2470757. Weight = 4,063, Lat = 56,189278, Long = 36,983784, dist =0,32 km, arrivalTime =  0,97 min
01.06.2020 19:41:31(01.06.2020 20:32:30 ~ 01.06.2020 21:41:31) > Undelivered Order. ShopID = 1584. OrederID = 2470515. Weight = 2,633, Lat = 56,189461, Long = 36,984074, dist =0,35 km, arrivalTime =  1,06 min
01.06.2020 20:29:05(01.06.2020 20:37:57 ~ 01.06.2020 22:29:05) > Undelivered Order. ShopID = 1584. OrederID = 2472566. Weight = 1,706, Lat = 56,1718351, Long = 36,9496106, dist =3,20 km, arrivalTime =  9,59 min
01.06.2020 10:50:59(01.06.2020 11:15:10 ~ 01.06.2020 12:50:59) > Undelivered Order. ShopID = 1585. OrederID = 2439196. Weight = 9,105, Lat = 56,230145, Long = 43,955845, dist =0,79 km, arrivalTime =  2,36 min
01.06.2020 12:23:48(01.06.2020 13:09:46 ~ 01.06.2020 14:23:48) > Undelivered Order. ShopID = 1585. OrederID = 2443647. Weight = 19,28, Lat = 56,2338768996174, Long = 43,9685523, dist =1,22 km, arrivalTime =  3,65 min
01.06.2020 13:24:40(01.06.2020 13:29:36 ~ 01.06.2020 15:24:40) > Undelivered Order. ShopID = 1585. OrederID = 2450115. Weight = 2,407, Lat = 56,2338768996174, Long = 43,9685523, dist =1,22 km, arrivalTime =  3,65 min
01.06.2020 15:56:59(01.06.2020 16:04:48 ~ 01.06.2020 17:56:59) > Undelivered Order. ShopID = 1585. OrederID = 2459178. Weight = 3,743, Lat = 56,2338769, Long = 43,9685523, dist =1,22 km, arrivalTime =  3,65 min
01.06.2020 20:04:45(01.06.2020 20:09:21 ~ 01.06.2020 22:04:45) > Undelivered Order. ShopID = 1587. OrederID = 2471679. Weight = 5,003, Lat = 55,9820533264252, Long = 37,1005931105229, dist =3,61 km, arrivalTime =  10,83 min
01.06.2020 11:07:56(01.06.2020 11:43:34 ~ 01.06.2020 13:07:56) > Undelivered Order. ShopID = 1588. OrederID = 2440880. Weight = 3,203, Lat = 55,530807, Long = 37,441498, dist =0,33 km, arrivalTime =  0,99 min
01.06.2020 12:46:44(01.06.2020 13:05:25 ~ 01.06.2020 14:46:44) > Undelivered Order. ShopID = 1588. OrederID = 2447159. Weight = 5,415, Lat = 55,5309160996146, Long = 37,4624326, dist =1,30 km, arrivalTime =  3,91 min
01.06.2020 12:57:27(01.06.2020 13:45:21 ~ 01.06.2020 14:57:27) > Undelivered Order. ShopID = 1588. OrederID = 2444264. Weight = 17,067, Lat = 55,531929, Long = 37,461422, dist =1,25 km, arrivalTime =  3,76 min
01.06.2020 19:08:41(01.06.2020 19:48:43 ~ 01.06.2020 21:08:41) > Undelivered Order. ShopID = 1591. OrederID = 2468336. Weight = 15,992, Lat = 55,9854299984655, Long = 37,2361296, dist =0,46 km, arrivalTime =  1,37 min
01.06.2020 16:49:13(01.06.2020 17:49:50 ~ 01.06.2020 18:49:13) > Undelivered Order. ShopID = 1594. OrederID = 2450971. Weight = 12,545, Lat = 55,8580279098955, Long = 37,4992200034087, dist =0,46 km, arrivalTime =  1,38 min
01.06.2020 13:25:46(01.06.2020 14:35:46 ~ 01.06.2020 15:25:46) > Undelivered Order. ShopID = 1598. OrederID = 2449991. Weight = 1,963, Lat = 55,8275396965416, Long = 37,4563221, dist =0,45 km, arrivalTime =  1,34 min
01.06.2020 14:21:39(01.06.2020 14:58:29 ~ 01.06.2020 16:21:39) > Undelivered Order. ShopID = 1600. OrederID = 2450369. Weight = 10,539, Lat = 59,9858918996388, Long = 30,2610809, dist =3,08 km, arrivalTime =  9,24 min
01.06.2020 17:47:52(01.06.2020 18:05:41 ~ 01.06.2020 19:47:52) > Undelivered Order. ShopID = 1600. OrederID = 2460286. Weight = 8,18, Lat = 59,9847240670775, Long = 30,2604454935099, dist =3,24 km, arrivalTime =  9,71 min
01.06.2020 14:40:04(01.06.2020 14:54:49 ~ 01.06.2020 16:40:04) > Undelivered Order. ShopID = 1602. OrederID = 2454635. Weight = 1,263, Lat = 55,742479139615, Long = 37,769012399085, dist =0,84 km, arrivalTime =  2,53 min
01.06.2020 15:09:03(01.06.2020 15:35:00 ~ 01.06.2020 17:09:03) > Undelivered Order. ShopID = 1602. OrederID = 2455116. Weight = 8,231, Lat = 55,7433811167346, Long = 37,7704171778616, dist =0,68 km, arrivalTime =  2,05 min
01.06.2020 16:06:56(01.06.2020 16:42:12 ~ 01.06.2020 18:06:56) > Undelivered Order. ShopID = 1602. OrederID = 2458986. Weight = 6,032, Lat = 55,744106, Long = 37,768394, dist =0,72 km, arrivalTime =  2,16 min
01.06.2020 15:25:18(01.06.2020 16:07:16 ~ 01.06.2020 17:25:18) > Undelivered Order. ShopID = 1612. OrederID = 2456972. Weight = 12,254, Lat = 55,681316, Long = 37,694855, dist =0,74 km, arrivalTime =  2,21 min
01.06.2020 10:31:20(01.06.2020 11:41:20 ~ 01.06.2020 12:31:20) > Undelivered Order. ShopID = 1616. OrederID = 2435055. Weight = 3,072, Lat = 55,695259, Long = 37,496204, dist =0,28 km, arrivalTime =  0,84 min
01.06.2020 15:22:49(01.06.2020 15:36:19 ~ 01.06.2020 17:22:49) > Undelivered Order. ShopID = 1618. OrederID = 2456882. Weight = 4,456, Lat = 53,2961102815364, Long = 34,3136729607973, dist =1,68 km, arrivalTime =  5,04 min
01.06.2020 15:39:00(01.06.2020 16:00:57 ~ 01.06.2020 17:39:00) > Undelivered Order. ShopID = 1618. OrederID = 2443014. Weight = 2,241, Lat = 53,3012811005259, Long = 34,3031198899428, dist =0,93 km, arrivalTime =  2,80 min
01.06.2020 16:39:12(01.06.2020 17:15:50 ~ 01.06.2020 18:39:12) > Undelivered Order. ShopID = 1618. OrederID = 2461523. Weight = 5,589, Lat = 53,3016847, Long = 34,2952938, dist =1,23 km, arrivalTime =  3,69 min
01.06.2020 17:07:42(01.06.2020 17:36:17 ~ 01.06.2020 19:07:42) > Undelivered Order. ShopID = 1618. OrederID = 2462854. Weight = 10,12, Lat = 53,295715, Long = 34,318001, dist =1,87 km, arrivalTime =  5,61 min
01.06.2020 10:48:03(01.06.2020 11:23:30 ~ 01.06.2020 12:48:03) > Undelivered Order. ShopID = 1619. OrederID = 2438998. Weight = 12,206, Lat = 55,714901, Long = 37,796078, dist =0,66 km, arrivalTime =  1,97 min
01.06.2020 15:19:42(01.06.2020 15:31:28 ~ 01.06.2020 17:19:42) > Undelivered Order. ShopID = 1627. OrederID = 2456937. Weight = 12,382, Lat = 55,865486, Long = 37,670757, dist =0,64 km, arrivalTime =  1,92 min
01.06.2020 15:55:20(01.06.2020 16:12:30 ~ 01.06.2020 17:55:20) > Undelivered Order. ShopID = 1635. OrederID = 2457691. Weight = 6,323, Lat = 54,1936651609889, Long = 37,5374977739142, dist =5,45 km, arrivalTime =  16,34 min
01.06.2020 15:50:44(01.06.2020 16:20:36 ~ 01.06.2020 17:50:44) > Undelivered Order. ShopID = 1635. OrederID = 2456815. Weight = 12,293, Lat = 54,1864031996101, Long = 37,5824022, dist =2,99 km, arrivalTime =  8,97 min
01.06.2020 19:08:18(01.06.2020 19:32:43 ~ 01.06.2020 21:08:18) > Undelivered Order. ShopID = 1635. OrederID = 2449070. Weight = 16,194, Lat = 54,1852, Long = 37,610996, dist =3,46 km, arrivalTime =  10,37 min
01.06.2020 11:03:15(01.06.2020 12:00:07 ~ 01.06.2020 13:03:15) > Undelivered Order. ShopID = 1642. OrederID = 2439029. Weight = 10,396, Lat = 55,822563, Long = 37,511833, dist =0,23 km, arrivalTime =  0,68 min
01.06.2020 11:29:32(01.06.2020 12:39:32 ~ 01.06.2020 13:29:32) > Undelivered Order. ShopID = 1642. OrederID = 2441955. Weight = 14,122, Lat = 55,82597, Long = 37,513432, dist =0,50 km, arrivalTime =  1,50 min
01.06.2020 15:01:08(01.06.2020 16:07:43 ~ 01.06.2020 17:01:08) > Undelivered Order. ShopID = 1642. OrederID = 2454202. Weight = 18,317, Lat = 55,817455, Long = 37,525677, dist =1,04 km, arrivalTime =  3,13 min
01.06.2020 20:15:34(01.06.2020 20:41:40 ~ 01.06.2020 22:15:34) > Undelivered Order. ShopID = 1647. OrederID = 2472092. Weight = 13,795, Lat = 55,6005088, Long = 37,1895258, dist =1,97 km, arrivalTime =  5,92 min
01.06.2020 13:38:54(01.06.2020 14:12:52 ~ 01.06.2020 15:38:54) > Undelivered Order. ShopID = 1648. OrederID = 2451159. Weight = 4,463, Lat = 55,6784458, Long = 37,8576659, dist =0,75 km, arrivalTime =  2,25 min
01.06.2020 13:38:50(01.06.2020 14:13:25 ~ 01.06.2020 15:38:50) > Undelivered Order. ShopID = 1651. OrederID = 2450351. Weight = 13,119, Lat = 55,784969, Long = 37,590454, dist =0,19 km, arrivalTime =  0,56 min
01.06.2020 13:51:58(01.06.2020 15:01:58 ~ 01.06.2020 15:51:58) > Undelivered Order. ShopID = 1658. OrederID = 2451974. Weight = 17,526, Lat = 55,9145295, Long = 37,4919322, dist =2,33 km, arrivalTime =  6,98 min
01.06.2020 13:51:43(01.06.2020 13:59:19 ~ 01.06.2020 15:51:43) > Undelivered Order. ShopID = 1663. OrederID = 2448459. Weight = 1,123, Lat = 53,236015, Long = 34,349964, dist =0,53 km, arrivalTime =  1,60 min
01.06.2020 17:03:59(01.06.2020 17:40:18 ~ 01.06.2020 19:03:59) > Undelivered Order. ShopID = 1665. OrederID = 2462217. Weight = 11,143, Lat = 55,7355124973075, Long = 37,4275187, dist =0,64 km, arrivalTime =  1,93 min
01.06.2020 19:11:51(01.06.2020 19:25:39 ~ 01.06.2020 21:11:51) > Undelivered Order. ShopID = 1666. OrederID = 2468926. Weight = 3,927, Lat = 55,9062677992321, Long = 37,5482382, dist =1,98 km, arrivalTime =  5,95 min
01.06.2020 19:32:41(01.06.2020 19:50:06 ~ 01.06.2020 21:32:41) > Undelivered Order. ShopID = 1666. OrederID = 2469995. Weight = 10,519, Lat = 55,902843, Long = 37,551067, dist =1,78 km, arrivalTime =  5,33 min
01.06.2020 11:13:30(01.06.2020 11:24:25 ~ 01.06.2020 13:13:30) > Undelivered Order. ShopID = 1674. OrederID = 2439125. Weight = 6,5, Lat = 59,928757, Long = 30,427319, dist =4,19 km, arrivalTime =  12,57 min
01.06.2020 12:29:05(01.06.2020 12:45:06 ~ 01.06.2020 14:29:05) > Undelivered Order. ShopID = 1675. OrederID = 2445034. Weight = 10,409, Lat = 55,638621899615, Long = 37,2164456, dist =2,78 km, arrivalTime =  8,35 min
01.06.2020 13:17:47(01.06.2020 13:25:35 ~ 01.06.2020 15:17:47) > Undelivered Order. ShopID = 1675. OrederID = 2449810. Weight = 3,566, Lat = 55,660285, Long = 37,2135726, dist =0,85 km, arrivalTime =  2,54 min
01.06.2020 13:47:04(01.06.2020 13:57:23 ~ 01.06.2020 15:47:04) > Undelivered Order. ShopID = 1675. OrederID = 2451672. Weight = 16,767, Lat = 55,6594437, Long = 37,2143516, dist =0,87 km, arrivalTime =  2,61 min
01.06.2020 14:07:43(01.06.2020 14:38:47 ~ 01.06.2020 16:07:43) > Undelivered Order. ShopID = 1675. OrederID = 2451588. Weight = 4,893, Lat = 55,658409, Long = 37,195732, dist =0,56 km, arrivalTime =  1,67 min
01.06.2020 15:24:44(01.06.2020 15:36:27 ~ 01.06.2020 17:24:44) > Undelivered Order. ShopID = 1675. OrederID = 2449348. Weight = 9,317, Lat = 55,659443, Long = 37,214352, dist =0,87 km, arrivalTime =  2,61 min
01.06.2020 16:22:50(01.06.2020 16:29:15 ~ 01.06.2020 18:22:50) > Undelivered Order. ShopID = 1675. OrederID = 2460312. Weight = 25, Lat = 55,6595065130392, Long = 37,2171057502204, dist =1,08 km, arrivalTime =  3,23 min
01.06.2020 18:12:49(01.06.2020 18:18:34 ~ 01.06.2020 20:12:49) > Undelivered Order. ShopID = 1675. OrederID = 2466013. Weight = 6,768, Lat = 55,659672, Long = 37,203918, dist =0,23 km, arrivalTime =  0,68 min
01.06.2020 18:27:01(01.06.2020 18:33:27 ~ 01.06.2020 20:27:01) > Undelivered Order. ShopID = 1675. OrederID = 2467336. Weight = 1,703, Lat = 55,6567645, Long = 37,2029412, dist =0,17 km, arrivalTime =  0,51 min
01.06.2020 20:45:01(01.06.2020 21:08:38 ~ 01.06.2020 22:45:01) > Undelivered Order. ShopID = 1675. OrederID = 2471103. Weight = 13,27, Lat = 55,6359771996149, Long = 37,2183706, dist =3,16 km, arrivalTime =  9,49 min
01.06.2020 10:49:02(01.06.2020 11:14:37 ~ 01.06.2020 12:49:02) > Undelivered Order. ShopID = 1679. OrederID = 2440005. Weight = 9,37, Lat = 55,7025651, Long = 37,6194243, dist =1,09 km, arrivalTime =  3,26 min
01.06.2020 11:33:45(01.06.2020 12:40:20 ~ 01.06.2020 13:33:45) > Undelivered Order. ShopID = 1679. OrederID = 2442942. Weight = 13,358, Lat = 55,7108295, Long = 37,604977, dist =1,06 km, arrivalTime =  3,18 min
01.06.2020 13:53:53(01.06.2020 14:42:45 ~ 01.06.2020 15:53:53) > Undelivered Order. ShopID = 1679. OrederID = 2452089. Weight = 31,111, Lat = 55,7031304, Long = 37,6202054, dist =1,02 km, arrivalTime =  3,05 min
